tahun_anggaran,kd_klpd,nama_klpd,jenis_klpd,kd_satker,kd_program,kd_program_str,nama_program,pagu_program,kd_program_lokal,is_deleted,_event_date
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558383,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",135500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558384,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",132500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558385,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",252367771,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558386,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",65000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2561349,"1.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",69209800902,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2561350,"1.02.02","PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT",4427978000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2562421,"1.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",69209800902,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563379,"2.23.02","PROGRAM PEMBINAAN PERPUSTAKAAN",6465574947,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,"2.23.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",2552346178,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563381,"2.24.02","PROGRAM PENGELOLAAN ARSIP",261855899,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563382,"2.23.03","PROGRAM PELESTARIAN KOLEKSI NASIONAL DAN NASKAH KUNO",90677259,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563383,"2.24.04","PROGRAM PERIZINAN PENGGUNAAN ARSIP",27371138,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563384,"2.24.03","PROGRAM PERLINDUNGAN DAN PENYELAMATAN ARSIP",23179900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",1001772800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564467,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",354400000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564468,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",2775148531,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564469,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",25000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564470,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",20920000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564471,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",78800000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,"5.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",16192672084,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565015,"5.02.02","PROGRAM PENGELOLAAN KEUANGAN DAERAH",41463176748,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565016,"5.02.03","PROGRAM PENGELOLAAN BARANG MILIK DAERAH",2640368350,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565618,"6.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",16523302994,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565619,"6.01.03","PROGRAM PERUMUSAN KEBIJAKAN, PENDAMPINGAN DAN ASISTENSI",5493744623,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565620,"6.01.02","PROGRAM PENYELENGGARAAN PENGAWASAN",3056242556,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565786,"2.10.04","PROGRAM PENYELESAIAN SENGKETA TANAH GARAPAN",1358348200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565787,"1.04.05","PROGRAM PENINGKATAN PRASARANA, SARANA DAN UTILITAS UMUM (PSU)",36411668060,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565788,"1.04.02","PROGRAM PENGEMBANGAN PERUMAHAN",2402267000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565789,"1.04.03","PROGRAM KAWASAN PERMUKIMAN",14333590650,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565790,"1.04.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",6048953760,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565791,"2.10.10","PROGRAM PENATAGUNAAN TANAH ",50717668000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565792,"1.04.04","PROGRAM PERUMAHAN DAN KAWASAN PERMUKIMAN KUMUH",94422174940,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152352,2565793,"2.10.06","PROGRAM REDISTRIBUSI TANAH, DAN GANTI KERUGIAN PROGRAM TANAH KELEBIHAN MAKSIMUM DAN TANAH ABSENTEE",95560000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2566150,"7.01.01","Program Penunjang Urusan Pemerintahan Daerah Kabupaten/Kota",177496224,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566563,"3.26.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",7080939221,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566564,"2.22.02","PROGRAM PENGEMBANGAN KEBUDAYAAN",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566565,"3.26.05","PROGRAM PENGEMBANGAN SUMBER DAYA PARIWISATA DAN EKONOMI KREATIF",1538600130,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566566,"3.26.02","PROGRAM PENINGKATAN DAYA TARIK DESTINASI PARIWISATA",2536806101,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566567,"2.22.03","PROGRAM PENGEMBANGAN KESENIAN TRADISIONAL",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566568,"3.26.04","PROGRAM PENGEMBANGAN EKONOMI KREATIF MELALUI PEMANFAATAN DAN PERLINDUNGAN HAK KEKAYAAN INTELEKTUAL",699923400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566569,"3.26.03","PROGRAM PEMASARAN PARIWISATA",2300655200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566570,"2.22.04","PROGRAM PEMBINAAN SEJARAH",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566571,"2.22.05","PROGRAM PELESTARIAN DAN PENGELOLAAN CAGAR BUDAYA",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96035,2566572,"2.22.06","PROGRAM PENGELOLAAN PERMUSEUMAN",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60456,2566807,"1.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",133998500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60456,2566808,"1.02.02","PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT",7506000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2567753,"4.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",19932165478,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2567754,"4.02.02","PROGRAM DUKUNGAN PELAKSANAAN TUGAS DAN FUNGSI DPRD",26136898845,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60427,2568304,"8.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",2278542718,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60427,2568305,"8.01.02","PROGRAM PENGUATAN IDEOLOGI PANCASILA DAN KARAKTER KEBANGSAAN",1180223500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60427,2568306,"8.01.05","PROGRAM PEMBINAAN DAN PENGEMBANGAN KETAHANAN EKONOMI, SOSIAL, DAN BUDAYA",106303500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60427,2568307,"8.01.06","PROGRAM PENINGKATAN KEWASPADAAN NASIONAL DAN PENINGKATAN KUALITAS DAN FASILITASI PENANGANAN KONFLIK SOSIAL",17371033815,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60427,2568308,"8.01.03","PROGRAM PENINGKATAN PERAN PARTAI POLITIK DAN LEMBAGA PENDIDIKAN MELALUI PENDIDIKAN POLITIK DAN PENGEMBANGAN ETIKA SERTA BUDAYA POLITIK",13299089816,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60427,2568309,"8.01.04","PROGRAM PEMBERDAYAAN DAN PENGAWASAN ORGANISASI KEMASYARAKATAN",1611956850,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60461,2568632,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",579873185,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60461,2568633,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",116788600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60461,2568634,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",199129605,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60461,2568635,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",51323900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60461,2568636,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",74337000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60461,2568637,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",48540000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",101513,2568710,"2.13.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",1953125475,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",101513,2568711,"2.13.02","PROGRAM PENATAAN DESA",380000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",101513,2568712,"2.13.05","PROGRAM PEMBERDAYAAN LEMBAGA KEMASYARAKATAN, LEMBAGA ADAT DAN MASYARAKAT HUKUM ADAT",5026416800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",101513,2568713,"2.13.04","PROGRAM ADMINISTRASI PEMERINTAHAN DESA",11439836511,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",101513,2568714,"2.13.03","PROGRAM PENINGKATAN KERJA SAMA DESA",316893920,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60418,2569147,"2.15.02","PROGRAM PENYELENGGARAAN LALU LINTAS DAN ANGKUTAN JALAN (LLAJ)",70024041502,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60418,2569148,"2.15.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",23155060512,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60418,2569149,"2.15.05","PROGRAM PENGELOLAAN PERKERETAAPIAN",475492600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60418,2569150,"2.15.03","PROGRAM PENGELOLAAN PELAYARAN",146560000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96030,2571132,"3.27.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",8278353470,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96030,2571133,"3.27.04","PROGRAM PENGENDALIAN KESEHATAN HEWAN DAN KESEHATAN MASYARAKAT VETERINER",2779549310,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96030,2571134,"3.27.05","PROGRAM PENGENDALIAN DAN PENANGGULANGAN BENCANA PERTANIAN",2953513950,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96030,2571135,"3.27.02","PROGRAM PENYEDIAAN DAN PENGEMBANGAN SARANA PERTANIAN",22749462440,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96030,2571136,"3.27.07","PROGRAM PENYULUHAN PERTANIAN",42064450865,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96030,2571137,"3.27.06","PROGRAM PERIZINAN USAHA PERTANIAN",371663340,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96030,2571138,"3.27.03","PROGRAM PENYEDIAAN DAN PENGEMBANGAN PRASARANA PERTANIAN",13720160297,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60495,2572344,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",556998200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60495,2572345,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",97962483,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60495,2572346,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",144617200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60495,2572347,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",41605000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60495,2572348,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",260404058,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60495,2572349,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",41075000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572821,"2.19.03","PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEOLAHRAGAAN",46883886200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572822,"2.19.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",9298972370,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572823,"2.19.02","PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN",4654475600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572824,"2.19.04","PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN",3778731879,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",1289780390,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573346,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",106488000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573347,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",176003000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573348,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",89975000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573349,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",116106900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573350,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",387130414,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574004,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",111021500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574005,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",91899560,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",968410630,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574007,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",43454940,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574008,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",271846205,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574009,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",42865600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,"2.12.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",25520085625,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574810,"2.12.03","PROGRAM PENCATATAN SIPIL",658700060,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574811,"2.12.05","PROGRAM PENGELOLAAN PROFIL KEPENDUDUKAN",33814650,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,"2.12.04","PROGRAM PENGELOLAAN INFORMASI ADMINISTRASI KEPENDUDUKAN",2455422600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,"2.12.02","PROGRAM PENDAFTARAN PENDUDUK",913697326,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96025,2574899,"2.11.11","PENGELOLAAN PERSAMPAHAN",64299661208,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",688540600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",5581822374,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574906,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",486439546,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574907,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",82772000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574908,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",94055000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574909,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",15154700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,"1.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",7201247691,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,"1.01.02","PROGRAM PENGELOLAAN PENDIDIKAN",916494560975,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575276,"1.01.06","PROGRAM PENGEMBANGAN BAHASA DAN SASTRA",405425850,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575277,"1.01.03","PROGRAM PENGEMBANGAN KURIKULUM",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575278,"1.01.05","PROGRAM PENGENDALIAN PERIZINAN PENDIDIKAN",600000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575279,"1.01.04","PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575485,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",793739861,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575486,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",109348000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575487,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",105000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575488,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",71000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575489,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",137917319,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575490,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",30000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575709,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",532551000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575710,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",71445015,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575711,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",126671999,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575712,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",42000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575713,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",43831000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575714,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",25230000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60484,2579455,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",1874578950,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60484,2579456,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",14512488984,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60484,2579457,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",88286000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60484,2579458,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",47336250,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60484,2579459,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",33286000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60484,2579460,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",211200000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2579575,"1.02.02","PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT",17784978000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96025,2581256,"2.11.11","PROGRAM PENGELOLAAN PERSAMPAHAN",58611873982,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96025,2581257,"2.11.04","PROGRAM PENGELOLAAN KEANEKARAGAMAN HAYATI (KEHATI)",320674809,0,false,"2025-10-10"
